! Curran, H. J., Pitz, W. J., and Westbrook, C. K., 2002
! UCRL-WEB-204236
! Review and release date: May 19, 2004.
!
ar                 0   136.500     3.330     0.000     0.000     0.000
rr                 0   136.500     3.330     0.000     0.000     0.000
as                 0  1045.500     4.580     0.000     0.000     0.000 ! mec
ash                1   199.300     4.215     0.000     0.000     1.000 ! mec
ash2               2   229.600     4.180     0.000     0.000     1.000 ! mec 
c                  0    71.400     3.298     0.000     0.000     0.000 ! *
c2                 1    97.530     3.621     0.000     1.760     4.000
c2o                1   232.400     3.828     0.000     0.000     1.000 ! *
cn2                1   232.400     3.828     0.000     0.000     1.000 ! ois
c2h                1   265.300     3.721     0.000     0.000     2.500 ! nmm
c2h2               1   265.300     3.721     0.000     0.000     2.500 ! nmm
c2h2oh             2   224.700     4.162     0.000     0.000     1.000 ! *
c2h3               2   265.300     3.721     0.000     0.000     1.000 ! nmm 
c2h4               2   238.400     3.496     0.000     0.000     1.500 ! nmm
c2h5               2   247.500     4.350     0.000     0.000     1.500 ! nmm
c2h5oh             2   470.600     4.410     0.000     0.000     1.500 ! nmm
hoch2o             2   470.600     4.410     0.000     0.000     1.500 ! wjp
c2h4o2h            2   470.600     4.410     0.000     0.000     1.500 ! wjp
o2c2h4o2h          2   470.600     4.410     0.000     0.000     1.500 ! wjp
c2h5o2             2   470.600     4.410     0.000     0.000     1.500 ! wjp    
c2h5o2h            2   470.600     4.410     0.000     0.000     1.500 ! wjp    
c2h5o              2   470.600     4.410     0.000     0.000     1.500 ! nmm
pc2h4oh            2   470.600     4.410     0.000     0.000     1.500 ! nmm
sc2h4oh            2   470.600     4.410     0.000     0.000     1.500 ! nmm
o2c2h4oh           2   523.2       5.664     1.7       0.0       1.0   ! wjp
c2h4o1,2           2   387.3       4.349     0.000     0.000     1.500 ! wjp
c2h6               2   247.500     4.350     0.000     0.000     1.500 ! nmm
c2n                1   232.400     3.828     0.000     0.000     1.000 ! ois
c2n2               1   349.000     4.361     0.000     0.000     1.000 ! ois
c3h2               2   209.000     4.100     0.000     0.000     1.000 ! *
c3h2(s)            2   209.000     4.100     0.000     0.000     1.000 ! *
c3h3               1   324.800     4.290     0.000     0.000     1.000 ! nmm
c4h3               1   357.000     4.720     0.000     0.000     1.000 ! nmm
c3h4o              2   443.200     4.120     0.000     0.000     1.000 ! nmm
chchcho            2   443.200     4.120     0.000     0.000     1.000 ! nmm
hcccho             2   443.200     4.120     0.000     0.000     1.000 ! nmm
hccco              2   443.200     4.120     0.000     0.000     1.000 ! nmm
h2cchco            2   443.200     4.120     0.000     0.000     1.000 ! nmm
ch3cco             2   443.200     4.120     0.000     0.000     1.000 ! nmm
ch3chco            2   443.200     4.120     0.000     0.000     1.000 ! nmm
ch2chco            2   443.200     4.120     0.000     0.000     1.000 ! nmm
c2h3co             2   443.200     4.120     0.000     0.000     1.000 ! nmm
!c2h5cho            2   424.600     4.820     0.000     0.000     1.000 ! nmm
ch2ch2cho          2   424.600     4.820     0.000     0.000     1.000 ! nmm
c2h5co             2   424.600     4.820     0.000     0.000     1.000 ! nmm
ch3coch3           2   435.500     4.860     0.000     0.000     1.000 ! nmm
ch3coch2           2   435.500     4.860     0.000     0.000     1.000 ! nmm
ac3h4              1   324.800     4.290     0.000     0.000     1.000 ! nmm
c3h4-a             1   324.800     4.290     0.000     0.000     1.000 ! nmm
pc3h4              1   324.800     4.290     0.000     0.000     1.000 ! nmm 
c3h4-p             1   324.800     4.290     0.000     0.000     1.000 ! nmm 
c3h4c              2   324.800     4.290     0.000     0.000     1.000 ! nmm
c3h6               2   307.800     4.140     0.000     0.000     1.000 ! nmm
c3h6oh             2   487.900     4.820     0.000     0.000     1.000 ! nmm
hoc3h6o2           2   487.900     4.820     0.000     0.000     1.000 ! nmm
!c3h6o              2   411.000     4.820     0.000     0.000     1.000 ! nmm 
c3h5o              2   411.000     4.820     0.000     0.000     1.000 ! nmm
c3h7               2   303.400     4.810     0.000     0.000     1.000 ! nmm
c4h6               2   357.000     4.720     0.000     0.000     1.000 ! nmm
ic3h7              2   303.400     4.810     0.000     0.000     1.000 ! nmm
nc3h7              2   303.400     4.810     0.000     0.000     1.000 ! nmm
!ic3h7o             2   468.300     4.760     0.000     0.000     1.000 ! nmm
!nc3h7o             2   487.900     4.820     0.000     0.000     1.000 ! nmm
c3h8               2   303.400     4.810     0.000     0.000     1.000 ! nmm
c4h                1   357.000     4.720     0.000     0.000     1.000 ! nmm
c4h2               1   357.000     4.720     0.000     0.000     1.000 ! nmm
c4h2oh             2   224.700     4.162     0.000     0.000     1.000 ! *
ch3chcch           2   355.000     4.650     0.000     0.000     1.000 ! nmm
ic4h7              2   355.000     4.650     0.000     0.000     1.000 ! nmm
c4h7               2   355.000     4.650     0.000     0.000     1.000 ! nmm
c4h71-4            2   355.000     4.650     0.000     0.000     1.000 ! c4h8 wjp
c4h8               2   355.000     4.650     0.000     0.000     1.000 ! nmm
c4h8-1             2   355.000     4.650     0.000     0.000     1.000 ! nmm
c4h8-2             2   355.000     4.650     0.000     0.000     1.000 ! nmm
!ic4h8              2   355.000     4.650     0.000     0.000     1.000 ! nmm
pc4h9              2   352.000     5.240     0.000     0.000     1.000 ! nmm
c4h9               2   352.000     5.240     0.000     0.000     1.000 ! nmm
sc4h9              2   352.000     5.240     0.000     0.000     1.000 ! nmm
tc4h9              2   352.000     5.240     0.000     0.000     1.000 ! nmm
ic4h9              2   352.000     5.240     0.000     0.000     1.000 ! nmm
pc4h9o             2   496.000     5.200     0.000     0.000     1.000 ! nmm
tc4h9o             2   496.000     5.200     0.000     0.000     1.000 ! nmm
sc4h9o             2   496.000     5.200     0.000     0.000     1.000 ! nmm
ic4h9o             2   496.000     5.200     0.000     0.000     1.000 ! nmm
pc4h9o2            2   496.000     5.200     0.000     0.000     1.000 ! wjp
sc4h9o2            2   496.000     5.200     0.000     0.000     1.000 ! wjp
pc4h9o2h           2   496.000     5.200     0.000     0.000     1.000 ! wjp
sc4h9o2h           2   496.000     5.200     0.000     0.000     1.000 ! wjp
ic4h8oh            2   496.000     5.200     0.000     0.000     1.000 ! nmm
c4h8oh-1           2   496.000     5.200     0.000     0.000     1.000 ! wjp 
c4h8oh-2           2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8o1-2           2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8o1-3           2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8o1-4           2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8o2-3           2   496.000     5.200     0.000     0.000     1.000 ! wjp
!ic4h7oh            2   496.000     5.200     0.000     0.000     1.000 ! nmm
o2c4h8oh-1         2   496.000     5.200     0.000     0.000     1.000 ! wjp
o2c4h8oh-2         2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8ooh1-2         2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8ooh1-3         2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8ooh1-4         2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8ooh2-1         2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8ooh2-3         2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8ooh2-4         2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8ooh1-2o2         2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8ooh1-3o2         2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8ooh1-4o2         2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8ooh2-1o2         2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8ooh2-3o2         2   496.000     5.200     0.000     0.000     1.000 ! wjp
c4h8ooh2-4o2         2   496.000     5.200     0.000     0.000     1.000 ! wjp
io2c4h8oh          2   496.000     5.200     0.000     0.000     1.000 ! *
c4h7o              2   496.000     5.200     0.000     0.000     1.000 ! nmm
ic4h7o             2   496.000     5.200     0.000     0.000     1.000 ! nmm
!c4h10              2   352.000     5.240     0.000     0.000     1.000 ! nmm
!ic4h10             2   352.000     5.240     0.000     0.000     1.000 ! nmm
c5h2               1   408.000     5.200     0.000     0.000     1.000 ! nmm
c5h3               1   408.000     5.200     0.000     0.000     1.000 ! nmm
c5h5               1   408.000     5.200     0.000     0.000     1.000 ! nmm
